dependency_group_id,constructor_family,linear_context,exact_relation,aggregate_coordinate,component_coordinates,n_members,linearity_argument,evidence_class,all_members_admissible,n_inadmissible_members,inadmissible_members,status,vacuous_reason
DEP_C7_RATE_OVER_LEVEL_ece16,C7,RATE_OVER_LEVEL(pinj_b|ece16),RATE_OVER_LEVEL(pinj|ece16) = sum_b RATE_OVER_LEVEL(pinj_b|ece16),RATE_OVER_LEVEL(pinj|ece16),RATE_OVER_LEVEL(pinj_15l|ece16)|RATE_OVER_LEVEL(pinj_15r|ece16)|RATE_OVER_LEVEL(pinj_21l|ece16)|RATE_OVER_LEVEL(pinj_21r|ece16)|RATE_OVER_LEVEL(pinj_30l|ece16)|RATE_OVER_LEVEL(pinj_30r|ece16)|RATE_OVER_LEVEL(pinj_33l|ece16)|RATE_OVER_LEVEL(pinj_33r|ece16),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,4,RATE_OVER_LEVEL(pinj_15r|ece16)|RATE_OVER_LEVEL(pinj_21l|ece16)|RATE_OVER_LEVEL(pinj_21r|ece16)|RATE_OVER_LEVEL(pinj_33l|ece16),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C2_PROD_ece18,C2,"PROD(pinj_b,ece18)","PROD(pinj,ece18) = sum_b PROD(pinj_b,ece18)","PROD(pinj,ece18)","PROD(pinj_15l,ece18)|PROD(pinj_15r,ece18)|PROD(pinj_21l,ece18)|PROD(pinj_21r,ece18)|PROD(pinj_30l,ece18)|PROD(pinj_30r,ece18)|PROD(pinj_33l,ece18)|PROD(pinj_33r,ece18)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b),LOCAL_DOCUMENTED,False,4,"PROD(pinj_15r,ece18)|PROD(pinj_21l,ece18)|PROD(pinj_21r,ece18)|PROD(pinj_33l,ece18)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C3_RATIO_ece18,C3,"RATIO(pinj_b,ece18)","RATIO(pinj,ece18) = sum_b RATIO(pinj_b,ece18)","RATIO(pinj,ece18)","RATIO(pinj_15l,ece18)|RATIO(pinj_15r,ece18)|RATIO(pinj_21l,ece18)|RATIO(pinj_21r,ece18)|RATIO(pinj_30l,ece18)|RATIO(pinj_30r,ece18)|RATIO(pinj_33l,ece18)|RATIO(pinj_33r,ece18)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b) (aggregate in NUMERATOR only),LOCAL_DOCUMENTED,False,4,"RATIO(pinj_15r,ece18)|RATIO(pinj_21l,ece18)|RATIO(pinj_21r,ece18)|RATIO(pinj_33l,ece18)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_RATE_ece18,C6,LEVEL_RATE(ece18|pinj_b),LEVEL_RATE(ece18|pinj) = sum_b LEVEL_RATE(ece18|pinj_b),LEVEL_RATE(ece18|pinj),LEVEL_RATE(ece18|pinj_15l)|LEVEL_RATE(ece18|pinj_15r)|LEVEL_RATE(ece18|pinj_21l)|LEVEL_RATE(ece18|pinj_21r)|LEVEL_RATE(ece18|pinj_30l)|LEVEL_RATE(ece18|pinj_30r)|LEVEL_RATE(ece18|pinj_33l)|LEVEL_RATE(ece18|pinj_33r),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); x_z * dot(pinj) = sum_b x_z * dot(pinj_b)",LOCAL_DOCUMENTED,False,4,LEVEL_RATE(ece18|pinj_15r)|LEVEL_RATE(ece18|pinj_21l)|LEVEL_RATE(ece18|pinj_21r)|LEVEL_RATE(ece18|pinj_33l),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C7_RATE_OVER_LEVEL_ece18,C7,RATE_OVER_LEVEL(pinj_b|ece18),RATE_OVER_LEVEL(pinj|ece18) = sum_b RATE_OVER_LEVEL(pinj_b|ece18),RATE_OVER_LEVEL(pinj|ece18),RATE_OVER_LEVEL(pinj_15l|ece18)|RATE_OVER_LEVEL(pinj_15r|ece18)|RATE_OVER_LEVEL(pinj_21l|ece18)|RATE_OVER_LEVEL(pinj_21r|ece18)|RATE_OVER_LEVEL(pinj_30l|ece18)|RATE_OVER_LEVEL(pinj_30r|ece18)|RATE_OVER_LEVEL(pinj_33l|ece18)|RATE_OVER_LEVEL(pinj_33r|ece18),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,4,RATE_OVER_LEVEL(pinj_15r|ece18)|RATE_OVER_LEVEL(pinj_21l|ece18)|RATE_OVER_LEVEL(pinj_21r|ece18)|RATE_OVER_LEVEL(pinj_33l|ece18),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C2_PROD_ece19,C2,"PROD(pinj_b,ece19)","PROD(pinj,ece19) = sum_b PROD(pinj_b,ece19)","PROD(pinj,ece19)","PROD(pinj_15l,ece19)|PROD(pinj_15r,ece19)|PROD(pinj_21l,ece19)|PROD(pinj_21r,ece19)|PROD(pinj_30l,ece19)|PROD(pinj_30r,ece19)|PROD(pinj_33l,ece19)|PROD(pinj_33r,ece19)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b),LOCAL_DOCUMENTED,False,4,"PROD(pinj_15r,ece19)|PROD(pinj_21l,ece19)|PROD(pinj_21r,ece19)|PROD(pinj_33l,ece19)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C3_RATIO_ece19,C3,"RATIO(pinj_b,ece19)","RATIO(pinj,ece19) = sum_b RATIO(pinj_b,ece19)","RATIO(pinj,ece19)","RATIO(pinj_15l,ece19)|RATIO(pinj_15r,ece19)|RATIO(pinj_21l,ece19)|RATIO(pinj_21r,ece19)|RATIO(pinj_30l,ece19)|RATIO(pinj_30r,ece19)|RATIO(pinj_33l,ece19)|RATIO(pinj_33r,ece19)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b) (aggregate in NUMERATOR only),LOCAL_DOCUMENTED,False,4,"RATIO(pinj_15r,ece19)|RATIO(pinj_21l,ece19)|RATIO(pinj_21r,ece19)|RATIO(pinj_33l,ece19)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_RATE_ece19,C6,LEVEL_RATE(ece19|pinj_b),LEVEL_RATE(ece19|pinj) = sum_b LEVEL_RATE(ece19|pinj_b),LEVEL_RATE(ece19|pinj),LEVEL_RATE(ece19|pinj_15l)|LEVEL_RATE(ece19|pinj_15r)|LEVEL_RATE(ece19|pinj_21l)|LEVEL_RATE(ece19|pinj_21r)|LEVEL_RATE(ece19|pinj_30l)|LEVEL_RATE(ece19|pinj_30r)|LEVEL_RATE(ece19|pinj_33l)|LEVEL_RATE(ece19|pinj_33r),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); x_z * dot(pinj) = sum_b x_z * dot(pinj_b)",LOCAL_DOCUMENTED,False,4,LEVEL_RATE(ece19|pinj_15r)|LEVEL_RATE(ece19|pinj_21l)|LEVEL_RATE(ece19|pinj_21r)|LEVEL_RATE(ece19|pinj_33l),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C7_RATE_OVER_LEVEL_ece19,C7,RATE_OVER_LEVEL(pinj_b|ece19),RATE_OVER_LEVEL(pinj|ece19) = sum_b RATE_OVER_LEVEL(pinj_b|ece19),RATE_OVER_LEVEL(pinj|ece19),RATE_OVER_LEVEL(pinj_15l|ece19)|RATE_OVER_LEVEL(pinj_15r|ece19)|RATE_OVER_LEVEL(pinj_21l|ece19)|RATE_OVER_LEVEL(pinj_21r|ece19)|RATE_OVER_LEVEL(pinj_30l|ece19)|RATE_OVER_LEVEL(pinj_30r|ece19)|RATE_OVER_LEVEL(pinj_33l|ece19)|RATE_OVER_LEVEL(pinj_33r|ece19),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,4,RATE_OVER_LEVEL(pinj_15r|ece19)|RATE_OVER_LEVEL(pinj_21l|ece19)|RATE_OVER_LEVEL(pinj_21r|ece19)|RATE_OVER_LEVEL(pinj_33l|ece19),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C2_PROD_ece20,C2,"PROD(pinj_b,ece20)","PROD(pinj,ece20) = sum_b PROD(pinj_b,ece20)","PROD(pinj,ece20)","PROD(pinj_15l,ece20)|PROD(pinj_15r,ece20)|PROD(pinj_21l,ece20)|PROD(pinj_21r,ece20)|PROD(pinj_30l,ece20)|PROD(pinj_30r,ece20)|PROD(pinj_33l,ece20)|PROD(pinj_33r,ece20)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b),LOCAL_DOCUMENTED,False,4,"PROD(pinj_15r,ece20)|PROD(pinj_21l,ece20)|PROD(pinj_21r,ece20)|PROD(pinj_33l,ece20)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C3_RATIO_ece20,C3,"RATIO(pinj_b,ece20)","RATIO(pinj,ece20) = sum_b RATIO(pinj_b,ece20)","RATIO(pinj,ece20)","RATIO(pinj_15l,ece20)|RATIO(pinj_15r,ece20)|RATIO(pinj_21l,ece20)|RATIO(pinj_21r,ece20)|RATIO(pinj_30l,ece20)|RATIO(pinj_30r,ece20)|RATIO(pinj_33l,ece20)|RATIO(pinj_33r,ece20)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b) (aggregate in NUMERATOR only),LOCAL_DOCUMENTED,False,4,"RATIO(pinj_15r,ece20)|RATIO(pinj_21l,ece20)|RATIO(pinj_21r,ece20)|RATIO(pinj_33l,ece20)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_RATE_ece20,C6,LEVEL_RATE(ece20|pinj_b),LEVEL_RATE(ece20|pinj) = sum_b LEVEL_RATE(ece20|pinj_b),LEVEL_RATE(ece20|pinj),LEVEL_RATE(ece20|pinj_15l)|LEVEL_RATE(ece20|pinj_15r)|LEVEL_RATE(ece20|pinj_21l)|LEVEL_RATE(ece20|pinj_21r)|LEVEL_RATE(ece20|pinj_30l)|LEVEL_RATE(ece20|pinj_30r)|LEVEL_RATE(ece20|pinj_33l)|LEVEL_RATE(ece20|pinj_33r),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); x_z * dot(pinj) = sum_b x_z * dot(pinj_b)",LOCAL_DOCUMENTED,False,4,LEVEL_RATE(ece20|pinj_15r)|LEVEL_RATE(ece20|pinj_21l)|LEVEL_RATE(ece20|pinj_21r)|LEVEL_RATE(ece20|pinj_33l),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C7_RATE_OVER_LEVEL_ece20,C7,RATE_OVER_LEVEL(pinj_b|ece20),RATE_OVER_LEVEL(pinj|ece20) = sum_b RATE_OVER_LEVEL(pinj_b|ece20),RATE_OVER_LEVEL(pinj|ece20),RATE_OVER_LEVEL(pinj_15l|ece20)|RATE_OVER_LEVEL(pinj_15r|ece20)|RATE_OVER_LEVEL(pinj_21l|ece20)|RATE_OVER_LEVEL(pinj_21r|ece20)|RATE_OVER_LEVEL(pinj_30l|ece20)|RATE_OVER_LEVEL(pinj_30r|ece20)|RATE_OVER_LEVEL(pinj_33l|ece20)|RATE_OVER_LEVEL(pinj_33r|ece20),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,4,RATE_OVER_LEVEL(pinj_15r|ece20)|RATE_OVER_LEVEL(pinj_21l|ece20)|RATE_OVER_LEVEL(pinj_21r|ece20)|RATE_OVER_LEVEL(pinj_33l|ece20),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C2_PROD_ece21,C2,"PROD(pinj_b,ece21)","PROD(pinj,ece21) = sum_b PROD(pinj_b,ece21)","PROD(pinj,ece21)","PROD(pinj_15l,ece21)|PROD(pinj_15r,ece21)|PROD(pinj_21l,ece21)|PROD(pinj_21r,ece21)|PROD(pinj_30l,ece21)|PROD(pinj_30r,ece21)|PROD(pinj_33l,ece21)|PROD(pinj_33r,ece21)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b),LOCAL_DOCUMENTED,False,4,"PROD(pinj_15r,ece21)|PROD(pinj_21l,ece21)|PROD(pinj_21r,ece21)|PROD(pinj_33l,ece21)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C3_RATIO_ece21,C3,"RATIO(pinj_b,ece21)","RATIO(pinj,ece21) = sum_b RATIO(pinj_b,ece21)","RATIO(pinj,ece21)","RATIO(pinj_15l,ece21)|RATIO(pinj_15r,ece21)|RATIO(pinj_21l,ece21)|RATIO(pinj_21r,ece21)|RATIO(pinj_30l,ece21)|RATIO(pinj_30r,ece21)|RATIO(pinj_33l,ece21)|RATIO(pinj_33r,ece21)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b) (aggregate in NUMERATOR only),LOCAL_DOCUMENTED,False,4,"RATIO(pinj_15r,ece21)|RATIO(pinj_21l,ece21)|RATIO(pinj_21r,ece21)|RATIO(pinj_33l,ece21)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_RATE_ece21,C6,LEVEL_RATE(ece21|pinj_b),LEVEL_RATE(ece21|pinj) = sum_b LEVEL_RATE(ece21|pinj_b),LEVEL_RATE(ece21|pinj),LEVEL_RATE(ece21|pinj_15l)|LEVEL_RATE(ece21|pinj_15r)|LEVEL_RATE(ece21|pinj_21l)|LEVEL_RATE(ece21|pinj_21r)|LEVEL_RATE(ece21|pinj_30l)|LEVEL_RATE(ece21|pinj_30r)|LEVEL_RATE(ece21|pinj_33l)|LEVEL_RATE(ece21|pinj_33r),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); x_z * dot(pinj) = sum_b x_z * dot(pinj_b)",LOCAL_DOCUMENTED,False,4,LEVEL_RATE(ece21|pinj_15r)|LEVEL_RATE(ece21|pinj_21l)|LEVEL_RATE(ece21|pinj_21r)|LEVEL_RATE(ece21|pinj_33l),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C7_RATE_OVER_LEVEL_ece21,C7,RATE_OVER_LEVEL(pinj_b|ece21),RATE_OVER_LEVEL(pinj|ece21) = sum_b RATE_OVER_LEVEL(pinj_b|ece21),RATE_OVER_LEVEL(pinj|ece21),RATE_OVER_LEVEL(pinj_15l|ece21)|RATE_OVER_LEVEL(pinj_15r|ece21)|RATE_OVER_LEVEL(pinj_21l|ece21)|RATE_OVER_LEVEL(pinj_21r|ece21)|RATE_OVER_LEVEL(pinj_30l|ece21)|RATE_OVER_LEVEL(pinj_30r|ece21)|RATE_OVER_LEVEL(pinj_33l|ece21)|RATE_OVER_LEVEL(pinj_33r|ece21),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,4,RATE_OVER_LEVEL(pinj_15r|ece21)|RATE_OVER_LEVEL(pinj_21l|ece21)|RATE_OVER_LEVEL(pinj_21r|ece21)|RATE_OVER_LEVEL(pinj_33l|ece21),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C2_PROD_ece22,C2,"PROD(pinj_b,ece22)","PROD(pinj,ece22) = sum_b PROD(pinj_b,ece22)","PROD(pinj,ece22)","PROD(pinj_15l,ece22)|PROD(pinj_15r,ece22)|PROD(pinj_21l,ece22)|PROD(pinj_21r,ece22)|PROD(pinj_30l,ece22)|PROD(pinj_30r,ece22)|PROD(pinj_33l,ece22)|PROD(pinj_33r,ece22)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b),LOCAL_DOCUMENTED,False,4,"PROD(pinj_15r,ece22)|PROD(pinj_21l,ece22)|PROD(pinj_21r,ece22)|PROD(pinj_33l,ece22)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C3_RATIO_ece22,C3,"RATIO(pinj_b,ece22)","RATIO(pinj,ece22) = sum_b RATIO(pinj_b,ece22)","RATIO(pinj,ece22)","RATIO(pinj_15l,ece22)|RATIO(pinj_15r,ece22)|RATIO(pinj_21l,ece22)|RATIO(pinj_21r,ece22)|RATIO(pinj_30l,ece22)|RATIO(pinj_30r,ece22)|RATIO(pinj_33l,ece22)|RATIO(pinj_33r,ece22)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b) (aggregate in NUMERATOR only),LOCAL_DOCUMENTED,False,4,"RATIO(pinj_15r,ece22)|RATIO(pinj_21l,ece22)|RATIO(pinj_21r,ece22)|RATIO(pinj_33l,ece22)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_RATE_ece22,C6,LEVEL_RATE(ece22|pinj_b),LEVEL_RATE(ece22|pinj) = sum_b LEVEL_RATE(ece22|pinj_b),LEVEL_RATE(ece22|pinj),LEVEL_RATE(ece22|pinj_15l)|LEVEL_RATE(ece22|pinj_15r)|LEVEL_RATE(ece22|pinj_21l)|LEVEL_RATE(ece22|pinj_21r)|LEVEL_RATE(ece22|pinj_30l)|LEVEL_RATE(ece22|pinj_30r)|LEVEL_RATE(ece22|pinj_33l)|LEVEL_RATE(ece22|pinj_33r),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); x_z * dot(pinj) = sum_b x_z * dot(pinj_b)",LOCAL_DOCUMENTED,False,4,LEVEL_RATE(ece22|pinj_15r)|LEVEL_RATE(ece22|pinj_21l)|LEVEL_RATE(ece22|pinj_21r)|LEVEL_RATE(ece22|pinj_33l),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C7_RATE_OVER_LEVEL_ece22,C7,RATE_OVER_LEVEL(pinj_b|ece22),RATE_OVER_LEVEL(pinj|ece22) = sum_b RATE_OVER_LEVEL(pinj_b|ece22),RATE_OVER_LEVEL(pinj|ece22),RATE_OVER_LEVEL(pinj_15l|ece22)|RATE_OVER_LEVEL(pinj_15r|ece22)|RATE_OVER_LEVEL(pinj_21l|ece22)|RATE_OVER_LEVEL(pinj_21r|ece22)|RATE_OVER_LEVEL(pinj_30l|ece22)|RATE_OVER_LEVEL(pinj_30r|ece22)|RATE_OVER_LEVEL(pinj_33l|ece22)|RATE_OVER_LEVEL(pinj_33r|ece22),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,4,RATE_OVER_LEVEL(pinj_15r|ece22)|RATE_OVER_LEVEL(pinj_21l|ece22)|RATE_OVER_LEVEL(pinj_21r|ece22)|RATE_OVER_LEVEL(pinj_33l|ece22),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C2_PROD_ece25,C2,"PROD(pinj_b,ece25)","PROD(pinj,ece25) = sum_b PROD(pinj_b,ece25)","PROD(pinj,ece25)","PROD(pinj_15l,ece25)|PROD(pinj_15r,ece25)|PROD(pinj_21l,ece25)|PROD(pinj_21r,ece25)|PROD(pinj_30l,ece25)|PROD(pinj_30r,ece25)|PROD(pinj_33l,ece25)|PROD(pinj_33r,ece25)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b),LOCAL_DOCUMENTED,False,4,"PROD(pinj_15r,ece25)|PROD(pinj_21l,ece25)|PROD(pinj_21r,ece25)|PROD(pinj_33l,ece25)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C3_RATIO_ece25,C3,"RATIO(pinj_b,ece25)","RATIO(pinj,ece25) = sum_b RATIO(pinj_b,ece25)","RATIO(pinj,ece25)","RATIO(pinj_15l,ece25)|RATIO(pinj_15r,ece25)|RATIO(pinj_21l,ece25)|RATIO(pinj_21r,ece25)|RATIO(pinj_30l,ece25)|RATIO(pinj_30r,ece25)|RATIO(pinj_33l,ece25)|RATIO(pinj_33r,ece25)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b) (aggregate in NUMERATOR only),LOCAL_DOCUMENTED,False,4,"RATIO(pinj_15r,ece25)|RATIO(pinj_21l,ece25)|RATIO(pinj_21r,ece25)|RATIO(pinj_33l,ece25)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_RATE_ece25,C6,LEVEL_RATE(ece25|pinj_b),LEVEL_RATE(ece25|pinj) = sum_b LEVEL_RATE(ece25|pinj_b),LEVEL_RATE(ece25|pinj),LEVEL_RATE(ece25|pinj_15l)|LEVEL_RATE(ece25|pinj_15r)|LEVEL_RATE(ece25|pinj_21l)|LEVEL_RATE(ece25|pinj_21r)|LEVEL_RATE(ece25|pinj_30l)|LEVEL_RATE(ece25|pinj_30r)|LEVEL_RATE(ece25|pinj_33l)|LEVEL_RATE(ece25|pinj_33r),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); x_z * dot(pinj) = sum_b x_z * dot(pinj_b)",LOCAL_DOCUMENTED,False,4,LEVEL_RATE(ece25|pinj_15r)|LEVEL_RATE(ece25|pinj_21l)|LEVEL_RATE(ece25|pinj_21r)|LEVEL_RATE(ece25|pinj_33l),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C7_RATE_OVER_LEVEL_ece25,C7,RATE_OVER_LEVEL(pinj_b|ece25),RATE_OVER_LEVEL(pinj|ece25) = sum_b RATE_OVER_LEVEL(pinj_b|ece25),RATE_OVER_LEVEL(pinj|ece25),RATE_OVER_LEVEL(pinj_15l|ece25)|RATE_OVER_LEVEL(pinj_15r|ece25)|RATE_OVER_LEVEL(pinj_21l|ece25)|RATE_OVER_LEVEL(pinj_21r|ece25)|RATE_OVER_LEVEL(pinj_30l|ece25)|RATE_OVER_LEVEL(pinj_30r|ece25)|RATE_OVER_LEVEL(pinj_33l|ece25)|RATE_OVER_LEVEL(pinj_33r|ece25),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,4,RATE_OVER_LEVEL(pinj_15r|ece25)|RATE_OVER_LEVEL(pinj_21l|ece25)|RATE_OVER_LEVEL(pinj_21r|ece25)|RATE_OVER_LEVEL(pinj_33l|ece25),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C2_PROD_ece27,C2,"PROD(pinj_b,ece27)","PROD(pinj,ece27) = sum_b PROD(pinj_b,ece27)","PROD(pinj,ece27)","PROD(pinj_15l,ece27)|PROD(pinj_15r,ece27)|PROD(pinj_21l,ece27)|PROD(pinj_21r,ece27)|PROD(pinj_30l,ece27)|PROD(pinj_30r,ece27)|PROD(pinj_33l,ece27)|PROD(pinj_33r,ece27)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b),LOCAL_DOCUMENTED,False,4,"PROD(pinj_15r,ece27)|PROD(pinj_21l,ece27)|PROD(pinj_21r,ece27)|PROD(pinj_33l,ece27)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C3_RATIO_ece27,C3,"RATIO(pinj_b,ece27)","RATIO(pinj,ece27) = sum_b RATIO(pinj_b,ece27)","RATIO(pinj,ece27)","RATIO(pinj_15l,ece27)|RATIO(pinj_15r,ece27)|RATIO(pinj_21l,ece27)|RATIO(pinj_21r,ece27)|RATIO(pinj_30l,ece27)|RATIO(pinj_30r,ece27)|RATIO(pinj_33l,ece27)|RATIO(pinj_33r,ece27)",9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b) (aggregate in NUMERATOR only),LOCAL_DOCUMENTED,False,4,"RATIO(pinj_15r,ece27)|RATIO(pinj_21l,ece27)|RATIO(pinj_21r,ece27)|RATIO(pinj_33l,ece27)",VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_RATE_ece27,C6,LEVEL_RATE(ece27|pinj_b),LEVEL_RATE(ece27|pinj) = sum_b LEVEL_RATE(ece27|pinj_b),LEVEL_RATE(ece27|pinj),LEVEL_RATE(ece27|pinj_15l)|LEVEL_RATE(ece27|pinj_15r)|LEVEL_RATE(ece27|pinj_21l)|LEVEL_RATE(ece27|pinj_21r)|LEVEL_RATE(ece27|pinj_30l)|LEVEL_RATE(ece27|pinj_30r)|LEVEL_RATE(ece27|pinj_33l)|LEVEL_RATE(ece27|pinj_33r),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); x_z * dot(pinj) = sum_b x_z * dot(pinj_b)",LOCAL_DOCUMENTED,False,4,LEVEL_RATE(ece27|pinj_15r)|LEVEL_RATE(ece27|pinj_21l)|LEVEL_RATE(ece27|pinj_21r)|LEVEL_RATE(ece27|pinj_33l),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C7_RATE_OVER_LEVEL_ece27,C7,RATE_OVER_LEVEL(pinj_b|ece27),RATE_OVER_LEVEL(pinj|ece27) = sum_b RATE_OVER_LEVEL(pinj_b|ece27),RATE_OVER_LEVEL(pinj|ece27),RATE_OVER_LEVEL(pinj_15l|ece27)|RATE_OVER_LEVEL(pinj_15r|ece27)|RATE_OVER_LEVEL(pinj_21l|ece27)|RATE_OVER_LEVEL(pinj_21r|ece27)|RATE_OVER_LEVEL(pinj_30l|ece27)|RATE_OVER_LEVEL(pinj_30r|ece27)|RATE_OVER_LEVEL(pinj_33l|ece27)|RATE_OVER_LEVEL(pinj_33r|ece27),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,4,RATE_OVER_LEVEL(pinj_15r|ece27)|RATE_OVER_LEVEL(pinj_21l|ece27)|RATE_OVER_LEVEL(pinj_21r|ece27)|RATE_OVER_LEVEL(pinj_33l|ece27),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
