signal_id,category,unit_hypothesis,dimensional_signature,semantic_physical_type,evidence_source,evidence_class,confidence,local_tag_identity,local_units_artifact,observed_median_abs,observed_min,observed_max,magnitude_test,expected_band,unresolved_reason
pinj_21l,neutral_beams,W,L^2 M T^-3,power,per-beam injected power; W (not kW) established by additivity against the aggregate pinj,STRONGLY_INFERRED,low,pinj_21l,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.0,-3555.073653334966,2318721.75,NOT_TESTED_INACTIVE,1000-5e+06,"channel is identically zero across the cohort, so the magnitude test is uninformative; unit carried by group convention only"
pinj_21r,neutral_beams,W,L^2 M T^-3,power,per-beam injected power; W (not kW) established by additivity against the aggregate pinj,STRONGLY_INFERRED,low,pinj_21r,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.0,0.0,2101597.75,NOT_TESTED_INACTIVE,1000-5e+06,"channel is identically zero across the cohort, so the magnitude test is uninformative; unit carried by group convention only"
pinj_30l,neutral_beams,W,L^2 M T^-3,power,per-beam injected power; W (not kW) established by additivity against the aggregate pinj,STRONGLY_INFERRED,medium,pinj_30l,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2188608.395441767,0.0,2866167.4919467634,CONSISTENT,1000-5e+06,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
pinj_30r,neutral_beams,W,L^2 M T^-3,power,per-beam injected power; W (not kW) established by additivity against the aggregate pinj,STRONGLY_INFERRED,medium,pinj_30r,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1665081.8933154265,-2996.8735795171447,2268536.317919072,CONSISTENT,1000-5e+06,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
pinj_33l,neutral_beams,W,L^2 M T^-3,power,per-beam injected power; W (not kW) established by additivity against the aggregate pinj,STRONGLY_INFERRED,medium,pinj_33l,_units_for() returns a BLANK data unit for every signal; no local artifact records units,2027142.3053408808,-14709.9169921875,2974132.268758982,CONSISTENT,1000-5e+06,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
pinj_33r,neutral_beams,W,L^2 M T^-3,power,per-beam injected power; W (not kW) established by additivity against the aggregate pinj,STRONGLY_INFERRED,medium,pinj_33r,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1787363.2395018768,-3645.3179502515527,2529819.6385999615,CONSISTENT,1000-5e+06,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
prmtan_neped,density,m^-3,L^-3,number_density,pedestal density fit; scale fixed by magnitude,STRONGLY_INFERRED,medium,prmtan_neped,_units_for() returns a BLANK data unit for every signal; no local artifact records units,3.3389829439113105e+19,8.842456678772244e+17,1.3156285570704928e+20,CONSISTENT,1e+18-1e+21,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
prmtan_teped,density,eV,L^2 M T^-2,temperature,pedestal temperature fit; scale fixed by magnitude,STRONGLY_INFERRED,medium,prmtan_teped,_units_for() returns a BLANK data unit for every signal; no local artifact records units,735.1489796719525,-8864.724524008465,12961.515468284757,CONSISTENT,50-5000,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
q95,equilibrium_shape,1,dimensionless,safety_factor,standard q95 convention,STRONGLY_INFERRED,medium,q95,_units_for() returns a BLANK data unit for every signal; no local artifact records units,6.105545759201049,1.773961060827321,21.658905029296875,CONSISTENT,1-15,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
rmaxis,equilibrium_shape,m,L,length,magnetic axis radius convention,AUTHORITATIVE_EXTERNAL,medium,rmaxis,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1.7930743992328644,1.4240988270444397,1.8967059850692747,NOT_TESTED,,external device convention for this tag; magnitude test not applicable
rsurf,equilibrium_shape,m,L,length,surface radius convention,AUTHORITATIVE_EXTERNAL,medium,rsurf,_units_for() returns a BLANK data unit for every signal; no local artifact records units,1.6756251035490277,1.5503899976661362,1.70227324962616,NOT_TESTED,,external device convention for this tag; magnitude test not applicable
tinj,neutral_beams,N*m,L^2 M T^-2,torque,injected torque convention,STRONGLY_INFERRED,medium,tinj,_units_for() returns a BLANK data unit for every signal; no local artifact records units,5.926971807513574,-2.8875679969787598,12.7994090557987,CONSISTENT,0.5-30,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
tribot,equilibrium_shape,1,dimensionless,triangularity,standard shape convention,AUTHORITATIVE_EXTERNAL,medium,tribot,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.4619414359331131,-0.02103322744369507,0.9497208595275879,NOT_TESTED,,external device convention for this tag; magnitude test not applicable
tritop,equilibrium_shape,1,dimensionless,triangularity,standard shape convention,AUTHORITATIVE_EXTERNAL,medium,tritop,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.6509941657560474,-0.7884686800903602,0.9028859734535216,NOT_TESTED,,external device convention for this tag; magnitude test not applicable
volume,equilibrium_shape,m^3,L^3,volume,plasma volume convention,STRONGLY_INFERRED,medium,volume,_units_for() returns a BLANK data unit for every signal; no local artifact records units,18.49439764022827,14.363607669089616,23.037431347392182,CONSISTENT,5-40,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
vsurf,magnetics,V,L^2 M T^-3 I^-1,electric_potential,DIII-D pointname convention,STRONGLY_INFERRED,medium,vsurf,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.0739149075582051,-0.4634339094139357,3.2255355804267256,CONSISTENT,0.001-20,"external device convention for this tag, scale corroborated by observed magnitude; corroboration is not proof and no local artifact records the unit"
zcur,equilibrium_shape,m,L,length,current centroid height convention,AUTHORITATIVE_EXTERNAL,medium,zcur,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.019906354136765003,-0.15453499555587769,0.08883657306432724,NOT_TESTED,,external device convention for this tag; magnitude test not applicable
zmaxis,equilibrium_shape,m,L,length,magnetic axis height convention,AUTHORITATIVE_EXTERNAL,medium,zmaxis,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.026440052315592766,-0.18319046713510637,0.24094326794147491,NOT_TESTED,,external device convention for this tag; magnitude test not applicable
zsurf,equilibrium_shape,m,L,length,surface height convention,AUTHORITATIVE_EXTERNAL,medium,zsurf,_units_for() returns a BLANK data unit for every signal; no local artifact records units,0.06303247064352036,-0.2673221938772459,0.14627084136009216,NOT_TESTED,,external device convention for this tag; magnitude test not applicable
