signal_id,canonical_name,source_name,aliases,scientific_description,category,direct_or_derived,diagnostic_or_computed,units,dimensional_signature,sampling_rate_native_if_known,sampling_rate_analysis_if_known,time_basis,shot_count_available,missing_fraction,finite_fraction,source_path,source_system,generating_formula_if_known,upstream_dependencies_if_known,preprocessing,smoothing,interpolation,standardization,uncertainty_metadata,provenance_status,documentation_status,availability_class,historical_eight,classification_evidence,evidence_class,notes
ece2,ece2,ece2,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece20,ece20,ece20,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece21,ece21,ece21,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece22,ece22,ece22,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece23,ece23,ece23,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece24,ece24,ece24,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece25,ece25,ece25,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece26,ece26,ece26,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece27,ece27,ece27,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece28,ece28,ece28,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece29,ece29,ece29,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece3,ece3,ece3,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece30,ece30,ece30,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece31,ece31,ece31,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece32,ece32,ece32,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece33,ece33,ece33,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece34,ece34,ece34,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece35,ece35,ece35,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece36,ece36,ece36,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece37,ece37,ece37,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece38,ece38,ece38,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece39,ece39,ece39,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece4,ece4,ece4,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece40,ece40,ece40,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece5,ece5,ece5,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece6,ece6,ece6,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece7,ece7,ece7,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece8,ece8,ece8,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
ece9,ece9,ece9,,provider group: ece_te_profile,ece_te_profile,DIAGNOSTIC_RECONSTRUCTION,diagnostic,UNKNOWN,UNKNOWN,0.19999999999998863,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring labels the group 'ECE (Te profiles)'; a Te profile is a reconstruction from radiometer channels, not a stored primitive",LOCAL_LINEAGE_EVIDENCE,present in all shots
fs03da,fs03da,fs03da,,provider group: filterscope_dalpha,filterscope_dalpha,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.01999999999998181,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider groups these as 'Filterscopes (D-alpha, ELM markers)'; raw photodiode signal versus processed marker is not established locally",UNRESOLVED,present in all shots
