target,shot_id,block,scale,zero_scale,finite,n_calibration_samples,n_evaluation_samples,valid_for_normalized_scoring
ece5,189647,B,101.66594030869334,False,True,130,22,True
ece5,189647,C,89.21386000152644,False,True,174,22,True
ece5,189651,A,147.7469622379815,False,True,87,22,True
ece5,189651,B,125.72166361098844,False,True,130,22,True
ece5,189651,C,115.15923069574433,False,True,174,22,True
ece5,195264,A,732.2374065906744,False,True,105,27,True
ece5,195264,B,769.1292225559502,False,True,158,26,True
ece5,195264,C,730.7791706638598,False,True,211,26,True
ece5,195267,A,842.6430712378082,False,True,107,27,True
ece5,195267,B,835.0675002466501,False,True,160,27,True
ece5,195267,C,915.2201070195064,False,True,214,27,True
ece5,195273,A,920.4181538459989,False,True,107,27,True
ece5,195273,B,917.5574286826972,False,True,160,27,True
ece5,195273,C,996.3365649777884,False,True,214,27,True
ece5,195638,A,281.87524714437825,False,True,95,24,True
ece5,195638,B,240.89957536493853,False,True,142,24,True
ece5,195638,C,217.79830926135153,False,True,190,24,True
ece5,195647,A,189.60194731110855,False,True,95,24,True
ece5,195647,B,164.14260650145064,False,True,142,24,True
ece5,195647,C,144.9523166152046,False,True,190,24,True
ece5,195650,A,138.4646585455062,False,True,95,24,True
ece5,195650,B,150.29265356404662,False,True,142,24,True
ece5,195650,C,145.8486332579341,False,True,190,24,True
ece5,195655,A,384.39938894157825,False,True,95,24,True
ece5,195655,B,363.0011020685122,False,True,143,24,True
ece5,195655,C,332.77991183060783,False,True,191,24,True
ece6,160715,A,721.820157620718,False,True,86,21,True
ece6,160715,B,930.9149831772181,False,True,129,21,True
ece6,160715,C,907.2976091020568,False,True,172,21,True
ece6,160720,A,769.8685925281483,False,True,86,21,True
ece6,160720,B,961.2743098931344,False,True,129,21,True
ece6,160720,C,1022.1165499715743,False,True,172,21,True
ece6,161138,A,637.6398517336523,False,True,75,19,True
ece6,161138,B,623.4981770455319,False,True,112,19,True
ece6,161138,C,603.617449980349,False,True,150,19,True
ece6,165022,A,779.6133612783286,False,True,85,22,True
ece6,165022,B,972.9825826067241,False,True,128,21,True
ece6,165022,C,943.4448701126972,False,True,171,21,True
ece6,165028,A,626.8825606648264,False,True,86,21,True
ece6,165028,B,616.3016525754796,False,True,129,21,True
ece6,165028,C,630.7188754378972,False,True,172,21,True
ece6,165042,A,656.7724401428346,False,True,85,22,True
ece6,165042,B,742.36028696135,False,True,128,21,True
ece6,165042,C,693.0353263725575,False,True,171,21,True
ece6,165861,A,625.0194363138274,False,True,86,21,True
ece6,165861,B,535.7258968278575,False,True,129,21,True
ece6,165861,C,507.4135867400622,False,True,172,21,True
ece6,170396,A,761.5842909121282,False,True,92,23,True
ece6,170396,B,899.9609693651884,False,True,138,23,True
ece6,170396,C,936.5722519502046,False,True,184,23,True
ece6,187017,A,192.99303552456036,False,True,100,25,True
ece6,187017,B,169.45506082499992,False,True,150,25,True
ece6,187017,C,406.1366575492347,False,True,200,25,True
ece6,187020,A,146.59382190984795,False,True,102,26,True
ece6,187020,B,140.5507348282068,False,True,154,25,True
ece6,187020,C,196.22690625363072,False,True,205,26,True
ece6,187024,A,68.63210396785725,False,True,102,26,True
ece6,187024,B,83.5572392869837,False,True,154,25,True
ece6,187024,C,115.1536568521189,False,True,205,26,True
ece6,189647,A,121.56130950079756,False,True,87,22,True
ece6,189647,B,107.99706252517649,False,True,130,22,True
ece6,189647,C,94.39296195225634,False,True,174,22,True
ece6,189651,A,159.80045764411562,False,True,87,22,True
ece6,189651,B,137.23417105561788,False,True,130,22,True
ece6,189651,C,124.47446292631521,False,True,174,22,True
ece6,195264,A,926.544783936532,False,True,105,27,True
ece6,195264,B,982.9403000020725,False,True,158,26,True
ece6,195264,C,939.0945925064101,False,True,211,26,True
ece6,195267,A,1051.5047414952735,False,True,107,27,True
ece6,195267,B,1035.7901104624134,False,True,160,27,True
ece6,195267,C,1151.9227729943839,False,True,214,27,True
ece6,195273,A,1192.0507785028433,False,True,107,27,True
ece6,195273,B,1161.087867283386,False,True,160,27,True
ece6,195273,C,1266.2893611994962,False,True,214,27,True
ece6,195638,A,367.7203638571675,False,True,95,24,True
ece6,195638,B,314.9649410493242,False,True,142,24,True
ece6,195638,C,284.83245511883575,False,True,190,24,True
ece6,195647,A,267.8820896931424,False,True,95,24,True
ece6,195647,B,233.73519868313736,False,True,142,24,True
ece6,195647,C,206.4021532947382,False,True,190,24,True
ece6,195650,A,193.20367947865526,False,True,95,24,True
ece6,195650,B,212.37938659931714,False,True,142,24,True
ece6,195650,C,206.07265247338657,False,True,190,24,True
ece6,195655,A,425.914055448147,False,True,95,24,True
ece6,195655,B,407.6883216238874,False,True,143,24,True
ece6,195655,C,374.6411117198234,False,True,191,24,True
ece7,160715,A,809.3856396603235,False,True,86,21,True
ece7,160715,B,991.7235002672002,False,True,129,21,True
ece7,160715,C,950.8057985875383,False,True,172,21,True
ece7,160720,A,839.3263427881825,False,True,86,21,True
ece7,160720,B,1012.3709354242749,False,True,129,21,True
ece7,160720,C,1082.715016628857,False,True,172,21,True
ece7,161138,A,691.5003194028602,False,True,75,19,True
ece7,161138,B,661.0365270182913,False,True,112,19,True
ece7,161138,C,631.6936761672326,False,True,150,19,True
ece7,165022,A,817.5732361027037,False,True,85,22,True
ece7,165022,B,995.2291040417797,False,True,128,21,True
ece7,165022,C,963.6565633298164,False,True,171,21,True
ece7,165028,A,658.6311337168206,False,True,86,21,True
ece7,165028,B,628.4321737656796,False,True,129,21,True
ece7,165028,C,630.2737495222635,False,True,172,21,True
ece7,165042,A,745.3962891818519,False,True,85,22,True
ece7,165042,B,800.4162392183194,False,True,128,21,True
ece7,165042,C,728.6641433986304,False,True,171,21,True
ece7,165861,A,694.0265008431569,False,True,86,21,True
ece7,165861,B,596.1735000705057,False,True,129,21,True
ece7,165861,C,587.248842141624,False,True,172,21,True
ece7,170396,A,789.8850666170242,False,True,92,23,True
ece7,170396,B,898.15643116615,False,True,138,23,True
ece7,170396,C,928.9450572351984,False,True,184,23,True
ece7,187017,A,222.4443397135129,False,True,100,25,True
ece7,187017,B,195.57060393054516,False,True,150,25,True
ece7,187017,C,478.51590121396146,False,True,200,25,True
ece7,187020,A,169.46153878202043,False,True,102,26,True
ece7,187020,B,164.74723486188924,False,True,154,25,True
ece7,187020,C,230.34485351563697,False,True,205,26,True
ece7,187024,A,85.92039354055161,False,True,102,26,True
ece7,187024,B,102.12204112038444,False,True,154,25,True
ece7,187024,C,135.94769118200745,False,True,205,26,True
ece7,189647,A,113.55580615904684,False,True,87,22,True
ece7,189647,B,100.00233952772413,False,True,130,22,True
ece7,189647,C,86.9149813243496,False,True,174,22,True
ece7,189651,A,155.07432860120915,False,True,87,22,True
ece7,189651,B,132.8941803494122,False,True,130,22,True
ece7,189651,C,119.67902353553082,False,True,174,22,True
ece7,195264,A,1059.242239780737,False,True,105,27,True
ece7,195264,B,1108.9209888597277,False,True,158,26,True
ece7,195264,C,1034.2414182255857,False,True,211,26,True
ece7,195267,A,1225.415262547552,False,True,107,27,True
ece7,195267,B,1208.6762000801189,False,True,160,27,True
ece7,195267,C,1309.0608921370208,False,True,214,27,True
ece7,195273,A,1384.070001499222,False,True,107,27,True
ece7,195273,B,1335.5378360828156,False,True,160,27,True
ece7,195273,C,1468.4224529550684,False,True,214,27,True
ece7,195638,A,448.98539484427044,False,True,95,24,True
ece7,195638,B,387.34117818741163,False,True,142,24,True
ece7,195638,C,350.67165781862076,False,True,190,24,True
ece7,195647,A,355.4210146486121,False,True,95,24,True
ece7,195647,B,308.43319261426905,False,True,142,24,True
ece7,195647,C,272.14797414414386,False,True,190,24,True
ece7,195650,A,247.54202411666182,False,True,95,24,True
ece7,195650,B,267.91459623035,False,True,142,24,True
ece7,195650,C,258.9023878216262,False,True,190,24,True
ece7,195655,A,480.33705947645575,False,True,95,24,True
ece7,195655,B,454.11687911963384,False,True,143,24,True
ece7,195655,C,414.96300088585696,False,True,191,24,True
ece8,160715,A,836.2280259891173,False,True,86,21,True
ece8,160715,B,1044.8019125820672,False,True,129,21,True
ece8,160715,C,1017.3636477092476,False,True,172,21,True
ece8,160720,A,859.5222603439481,False,True,86,21,True
ece8,160720,B,1077.867670331195,False,True,129,21,True
ece8,160720,C,1166.9508950314498,False,True,172,21,True
ece8,161138,A,745.6743217440717,False,True,75,19,True
ece8,161138,B,704.012818262225,False,True,112,19,True
ece8,161138,C,667.9061370106151,False,True,150,19,True
ece8,165022,A,893.5694423756286,False,True,85,22,True
ece8,165022,B,1052.1923292268048,False,True,128,21,True
ece8,165022,C,1017.1909676536987,False,True,171,21,True
ece8,165028,A,718.1559139380429,False,True,86,21,True
ece8,165028,B,684.0928785606142,False,True,129,21,True
ece8,165028,C,648.7848882524235,False,True,172,21,True
ece8,165042,A,821.265623961702,False,True,85,22,True
ece8,165042,B,872.8529883899997,False,True,128,21,True
ece8,165042,C,803.2212515688619,False,True,171,21,True
ece8,165861,A,758.5909442106678,False,True,86,21,True
ece8,165861,B,702.9676841069312,False,True,129,21,True
ece8,165861,C,746.557589156535,False,True,172,21,True
ece8,170396,A,819.9540326795376,False,True,92,23,True
ece8,170396,B,891.8347574295533,False,True,138,23,True
ece8,170396,C,888.8736556430191,False,True,184,23,True
ece8,187017,A,267.46082969161495,False,True,100,25,True
ece8,187017,B,236.60574040469626,False,True,150,25,True
ece8,187017,C,589.565280007695,False,True,200,25,True
ece8,187020,A,203.88436656615266,False,True,102,26,True
ece8,187020,B,200.41142984740432,False,True,154,25,True
ece8,187020,C,279.78205600615803,False,True,205,26,True
ece8,187024,A,112.84374536488917,False,True,102,26,True
ece8,187024,B,130.08929359205024,False,True,154,25,True
ece8,187024,C,167.3637486068639,False,True,205,26,True
ece8,189647,A,173.64930794428915,False,True,87,22,True
ece8,189647,B,153.76245082564463,False,True,130,22,True
ece8,189647,C,141.3242963584983,False,True,174,22,True
ece8,189651,A,137.45330873184622,False,True,87,22,True
ece8,189651,B,114.48580585394267,False,True,130,22,True
ece8,189651,C,104.67795078078397,False,True,174,22,True
ece8,195264,A,1194.64159365073,False,True,105,27,True
ece8,195264,B,1252.0544222318802,False,True,158,26,True
ece8,195264,C,1134.2823841546162,False,True,211,26,True
ece8,195267,A,1377.2123581892322,False,True,107,27,True
ece8,195267,B,1304.9204661109052,False,True,160,27,True
ece8,195267,C,1407.508983282798,False,True,214,27,True
ece8,195273,A,1547.5447757599677,False,True,107,27,True
ece8,195273,B,1467.718108179486,False,True,160,27,True
ece8,195273,C,1615.3650364426542,False,True,214,27,True
ece8,195638,A,509.21051398385003,False,True,95,24,True
ece8,195638,B,436.90597436771617,False,True,142,24,True
ece8,195638,C,395.9732284499118,False,True,190,24,True
ece8,195647,A,443.0671337725067,False,True,95,24,True
ece8,195647,B,382.3282841087711,False,True,142,24,True
ece8,195647,C,337.340155620812,False,True,190,24,True
ece8,195650,A,317.70299073838777,False,True,95,24,True
ece8,195650,B,332.50272624480107,False,True,142,24,True
ece8,195650,C,319.3677229706977,False,True,190,24,True
ece8,195655,A,582.8523758312446,False,True,95,24,True
ece8,195655,B,543.982962181583,False,True,143,24,True
ece8,195655,C,494.4905257601667,False,True,191,24,True
ece9,160715,A,825.5499066879319,False,True,86,21,True
ece9,160715,B,1114.6639393955854,False,True,129,21,True
ece9,160715,C,1077.5680431341798,False,True,172,21,True
ece9,160720,A,846.3162383859898,False,True,86,21,True
ece9,160720,B,1133.8147166881786,False,True,129,21,True
ece9,160720,C,1228.370764184742,False,True,172,21,True
ece9,161138,A,802.2554615061695,False,True,75,19,True
ece9,161138,B,758.6425372695276,False,True,112,19,True
ece9,161138,C,715.1052417553989,False,True,150,19,True
ece9,165022,A,910.4591116845708,False,True,85,22,True
ece9,165022,B,1036.0736424124177,False,True,128,21,True
ece9,165022,C,984.8111716949671,False,True,171,21,True
ece9,165028,A,707.3514259347442,False,True,86,21,True
ece9,165028,B,665.9523377886331,False,True,129,21,True
ece9,165028,C,623.9902869141412,False,True,172,21,True
ece9,165042,A,802.8336259496376,False,True,85,22,True
ece9,165042,B,885.4309427215043,False,True,128,21,True
ece9,165042,C,824.2331107861697,False,True,171,21,True
ece9,165861,A,764.8778420354108,False,True,86,21,True
ece9,165861,B,805.9816491830265,False,True,129,21,True
ece9,165861,C,828.0151944598612,False,True,172,21,True
ece9,170396,A,896.2229229733484,False,True,92,23,True
ece9,170396,B,877.2165010398583,False,True,138,23,True
ece9,170396,C,811.5983303664156,False,True,184,23,True
ece9,187017,A,286.72868032121045,False,True,100,25,True
ece9,187017,B,255.1444717594681,False,True,150,25,True
ece9,187017,C,643.1680017797976,False,True,200,25,True
ece9,187020,A,219.52693086855598,False,True,102,26,True
ece9,187020,B,216.2619599122128,False,True,154,25,True
ece9,187020,C,301.9473390561113,False,True,205,26,True
ece9,187024,A,131.90212164244772,False,True,102,26,True
ece9,187024,B,147.3231563472382,False,True,154,25,True
ece9,187024,C,184.86865851119896,False,True,205,26,True
ece9,189647,A,126.7188248168353,False,True,87,22,True
ece9,189647,B,129.8637473064957,False,True,130,22,True
ece9,189647,C,124.5816452898698,False,True,174,22,True
ece9,189651,A,195.90504128648865,False,True,87,22,True
ece9,189651,B,162.11023696290272,False,True,130,22,True
ece9,189651,C,150.38065521666013,False,True,174,22,True
ece9,195264,A,1155.3726145147411,False,True,105,27,True
ece9,195264,B,1220.0752614229882,False,True,158,26,True
ece9,195264,C,1108.3933994254814,False,True,211,26,True
ece9,195267,A,1181.7295817347206,False,True,107,27,True
ece9,195267,B,1069.1626294487264,False,True,160,27,True
ece9,195267,C,1153.8907847392259,False,True,214,27,True
ece9,195273,A,1216.1433113096741,False,True,107,27,True
ece9,195273,B,1091.4970093398838,False,True,160,27,True
ece9,195273,C,1231.7022929598509,False,True,214,27,True
ece9,195638,A,541.3252927669407,False,True,95,24,True
ece9,195638,B,465.0879120719599,False,True,142,24,True
ece9,195638,C,421.78783148016544,False,True,190,24,True
ece9,195647,A,503.26722628159575,False,True,95,24,True
ece9,195647,B,432.8406898472643,False,True,142,24,True
ece9,195647,C,382.3595650834368,False,True,190,24,True
ece9,195650,A,367.9218900844924,False,True,95,24,True
ece9,195650,B,371.2001359447033,False,True,142,24,True
ece9,195650,C,352.2579663692719,False,True,190,24,True
ece9,195655,A,675.8226493817401,False,True,95,24,True
ece9,195655,B,628.5574565675163,False,True,143,24,True
ece9,195655,C,571.2768145587457,False,True,191,24,True
ece10,160715,A,879.1116458150879,False,True,86,21,True
ece10,160715,B,1196.0283745982053,False,True,129,21,True
ece10,160715,C,1139.4171697135332,False,True,172,21,True
ece10,160720,A,916.3195441033257,False,True,86,21,True
ece10,160720,B,1204.1231512068673,False,True,129,21,True
ece10,160720,C,1306.2678607794917,False,True,172,21,True
ece10,161138,A,876.8164206076339,False,True,75,19,True
ece10,161138,B,852.5502471420434,False,True,112,19,True
ece10,161138,C,798.1129340556482,False,True,150,19,True
ece10,165022,A,933.3778452067988,False,True,85,22,True
ece10,165022,B,1021.9970318076964,False,True,128,21,True
ece10,165022,C,946.997510514265,False,True,171,21,True
ece10,165028,A,762.5234232610754,False,True,86,21,True
ece10,165028,B,701.5997437086605,False,True,129,21,True
ece10,165028,C,659.2679550381381,False,True,172,21,True
ece10,165042,A,831.5211406859623,False,True,85,22,True
ece10,165042,B,918.7488495844045,False,True,128,21,True
ece10,165042,C,850.3724175684295,False,True,171,21,True
ece10,165861,A,812.7925051229906,False,True,86,21,True
ece10,165861,B,885.154179840702,False,True,129,21,True
ece10,165861,C,876.4188811189013,False,True,172,21,True
ece10,170396,A,983.879921951813,False,True,92,23,True
ece10,170396,B,871.2640659905559,False,True,138,23,True
ece10,170396,C,765.3038043329487,False,True,184,23,True
ece10,187017,A,326.89743855369653,False,True,100,25,True
ece10,187017,B,311.81493658680745,False,True,150,25,True
ece10,187017,C,764.9011698635154,False,True,200,25,True
ece10,187020,A,248.53474560458108,False,True,102,26,True
ece10,187020,B,244.0760006106482,False,True,154,25,True
ece10,187020,C,341.39766056359855,False,True,205,26,True
ece10,187024,A,170.64345815872971,False,True,102,26,True
ece10,187024,B,185.50709536964476,False,True,154,25,True
ece10,187024,C,225.5533917425617,False,True,205,26,True
ece10,189647,A,225.4967851039903,False,True,87,22,True
ece10,189647,B,215.13959312274642,False,True,130,22,True
ece10,189647,C,234.8907438415632,False,True,174,22,True
ece10,189651,A,172.18828854914608,False,True,87,22,True
ece10,189651,B,142.20229456324978,False,True,130,22,True
ece10,189651,C,134.83157181068768,False,True,174,22,True
ece10,195264,A,1253.9658491528987,False,True,105,27,True
ece10,195264,B,1302.5682675710732,False,True,158,26,True
ece10,195264,C,1164.5790730843833,False,True,211,26,True
ece10,195267,A,1291.9206418437132,False,True,107,27,True
ece10,195267,B,1161.7621125740523,False,True,160,27,True
ece10,195267,C,1231.5690303575707,False,True,214,27,True
ece10,195273,A,1334.4372256808867,False,True,107,27,True
ece10,195273,B,1196.5978975904347,False,True,160,27,True
ece10,195273,C,1350.7038328176395,False,True,214,27,True
ece10,195638,A,610.5000530774872,False,True,95,24,True
ece10,195638,B,527.309086899076,False,True,142,24,True
ece10,195638,C,478.2727190635071,False,True,190,24,True
ece10,195647,A,602.0966859095369,False,True,95,24,True
ece10,195647,B,523.0558293795636,False,True,142,24,True
ece10,195647,C,464.96441341347236,False,True,190,24,True
ece10,195650,A,449.45716540217666,False,True,95,24,True
ece10,195650,B,443.4927276466752,False,True,142,24,True
ece10,195650,C,417.36182601997,False,True,190,24,True
ece10,195655,A,804.8836584049026,False,True,95,24,True
ece10,195655,B,761.9733013489608,False,True,143,24,True
ece10,195655,C,697.930846541234,False,True,191,24,True
ece11,160715,A,844.8390375847251,False,True,86,21,True
ece11,160715,B,1150.0302063588035,False,True,129,21,True
ece11,160715,C,1081.4855523974013,False,True,172,21,True
ece11,160720,A,906.2185948243296,False,True,86,21,True
ece11,160720,B,1155.8750366372155,False,True,129,21,True
ece11,160720,C,1258.8630624974505,False,True,172,21,True
ece11,161138,A,870.969267519167,False,True,75,19,True
ece11,161138,B,915.4208459377483,False,True,112,19,True
ece11,161138,C,854.868221779247,False,True,150,19,True
ece11,165022,A,909.0780784185099,False,True,85,22,True
ece11,165022,B,926.3203597287824,False,True,128,21,True
ece11,165022,C,867.323672173896,False,True,171,21,True
ece11,165028,A,736.2813268842327,False,True,86,21,True
ece11,165028,B,686.3105072856972,False,True,129,21,True
ece11,165028,C,660.1151074059061,False,True,172,21,True
ece11,165042,A,861.3552795264541,False,True,85,22,True
ece11,165042,B,927.4813377550136,False,True,128,21,True
ece11,165042,C,847.7922764117313,False,True,171,21,True
ece11,165861,A,816.8222380857192,False,True,86,21,True
ece11,165861,B,895.4142861400948,False,True,129,21,True
ece11,165861,C,852.2104157068773,False,True,172,21,True
ece11,170396,A,961.241215364103,False,True,92,23,True
ece11,170396,B,805.1383500731248,False,True,138,23,True
ece11,170396,C,699.2605880336697,False,True,184,23,True
ece11,187017,A,380.4754840941899,False,True,100,25,True
ece11,187017,B,435.6604324013167,False,True,150,25,True
ece11,187017,C,898.7405851376312,False,True,200,25,True
ece11,187020,A,282.31738484631694,False,True,102,26,True
ece11,187020,B,279.17322836767437,False,True,154,25,True
ece11,187020,C,389.59747796853827,False,True,205,26,True
ece11,187024,A,214.9860854605104,False,True,102,26,True
ece11,187024,B,228.10140343846138,False,True,154,25,True
ece11,187024,C,278.51960195184347,False,True,205,26,True
ece11,189647,A,257.9694144216396,False,True,87,22,True
ece11,189647,B,242.39157247301716,False,True,130,22,True
ece11,189647,C,258.3934456738165,False,True,174,22,True
ece11,189651,A,216.84781714621562,False,True,87,22,True
ece11,189651,B,195.7211912549956,False,True,130,22,True
ece11,189651,C,195.15001335722502,False,True,174,22,True
ece11,195264,A,1332.3889328433174,False,True,105,27,True
ece11,195264,B,1363.4270263267942,False,True,158,26,True
ece11,195264,C,1211.6406824924625,False,True,211,26,True
ece11,195267,A,1483.473835019684,False,True,107,27,True
ece11,195267,B,1318.6473012635547,False,True,160,27,True
ece11,195267,C,1384.2259853872188,False,True,214,27,True
ece11,195273,A,1656.0800981155169,False,True,107,27,True
ece11,195273,B,1502.0743606993851,False,True,160,27,True
ece11,195273,C,1673.3739165537345,False,True,214,27,True
ece11,195638,A,681.4996382050259,False,True,95,24,True
ece11,195638,B,587.0314469420136,False,True,142,24,True
ece11,195638,C,532.6773149814906,False,True,190,24,True
ece11,195647,A,688.4411812937192,False,True,95,24,True
ece11,195647,B,599.5158044124905,False,True,142,24,True
ece11,195647,C,533.6906295631815,False,True,190,24,True
ece11,195650,A,545.9506590909402,False,True,95,24,True
ece11,195650,B,530.2372886327028,False,True,142,24,True
ece11,195650,C,496.56351905118186,False,True,190,24,True
ece11,195655,A,888.5284556433107,False,True,95,24,True
ece11,195655,B,852.065376628322,False,True,143,24,True
ece11,195655,C,784.5042436030742,False,True,191,24,True
ece12,160715,A,820.8741361119678,False,True,86,21,True
ece12,160715,B,1086.9350448274622,False,True,129,21,True
ece12,160715,C,1010.2011407755426,False,True,172,21,True
ece12,160720,A,902.1838137673725,False,True,86,21,True
ece12,160720,B,1098.7361824648963,False,True,129,21,True
ece12,160720,C,1196.0480889231912,False,True,172,21,True
ece12,161138,A,767.0418249299235,False,True,75,19,True
ece12,161138,B,925.4852733819839,False,True,112,19,True
ece12,161138,C,877.4018414636158,False,True,150,19,True
ece12,165022,A,862.4347757659641,False,True,85,22,True
ece12,165022,B,827.411488973011,False,True,128,21,True
ece12,165022,C,772.8612630290712,False,True,171,21,True
ece12,165028,A,686.5977970404814,False,True,86,21,True
ece12,165028,B,645.6254605058899,False,True,129,21,True
ece12,165028,C,639.2984022274196,False,True,172,21,True
ece12,165042,A,885.9065181687605,False,True,85,22,True
ece12,165042,B,916.5523657996956,False,True,128,21,True
ece12,165042,C,826.9172606146299,False,True,171,21,True
ece12,165861,A,811.1860497648593,False,True,86,21,True
ece12,165861,B,849.8194469133468,False,True,129,21,True
ece12,165861,C,778.1479541144258,False,True,172,21,True
ece12,170396,A,851.8937739484583,False,True,92,23,True
ece12,170396,B,699.5754116937288,False,True,138,23,True
ece12,170396,C,607.2985705083868,False,True,184,23,True
ece12,187017,A,445.22004415225604,False,True,100,25,True
ece12,187017,B,569.3270684683224,False,True,150,25,True
ece12,187017,C,1032.6774310150251,False,True,200,25,True
ece12,187020,A,318.94938594536507,False,True,102,26,True
ece12,187020,B,318.65022075878227,False,True,154,25,True
ece12,187020,C,438.0761691654376,False,True,205,26,True
ece12,187024,A,321.07283579001495,False,True,102,26,True
ece12,187024,B,310.4225613214253,False,True,154,25,True
ece12,187024,C,342.6313503326089,False,True,205,26,True
ece12,189647,A,269.20391671200093,False,True,87,22,True
ece12,189647,B,244.79953738557796,False,True,130,22,True
ece12,189647,C,259.17849038432774,False,True,174,22,True
ece12,189651,A,283.62926994739627,False,True,87,22,True
ece12,189651,B,262.92450051602214,False,True,130,22,True
ece12,189651,C,259.1720690205876,False,True,174,22,True
ece12,195264,A,1341.0354056855654,False,True,105,27,True
ece12,195264,B,1271.4156304137098,False,True,158,26,True
ece12,195264,C,1120.7792240782449,False,True,211,26,True
ece12,195267,A,1499.4369797869135,False,True,107,27,True
ece12,195267,B,1320.7875494327423,False,True,160,27,True
ece12,195267,C,1385.3484313168922,False,True,214,27,True
ece12,195273,A,1701.5084834845281,False,True,107,27,True
ece12,195273,B,1531.6790575512612,False,True,160,27,True
ece12,195273,C,1710.7579875395645,False,True,214,27,True
ece12,195638,A,758.3022844641058,False,True,95,24,True
ece12,195638,B,653.3888216121221,False,True,142,24,True
ece12,195638,C,592.1397811814925,False,True,190,24,True
ece12,195647,A,772.3379802948608,False,True,95,24,True
ece12,195647,B,675.97858222746,False,True,142,24,True
ece12,195647,C,602.878134944607,False,True,190,24,True
ece12,195650,A,671.6731233911108,False,True,95,24,True
ece12,195650,B,642.8320940988808,False,True,142,24,True
ece12,195650,C,599.1096092337683,False,True,190,24,True
ece12,195655,A,961.1185501599413,False,True,95,24,True
ece12,195655,B,940.1213791247484,False,True,143,24,True
ece12,195655,C,871.8470771369629,False,True,191,24,True
ece13,160715,A,861.1178902015702,False,True,86,21,True
ece13,160715,B,1077.5452969823602,False,True,129,21,True
ece13,160715,C,993.7101315071899,False,True,172,21,True
ece13,160720,A,930.4299757773024,False,True,86,21,True
ece13,160720,B,1087.880517228455,False,True,129,21,True
ece13,160720,C,1181.3211078444438,False,True,172,21,True
ece13,161138,A,573.6416194868468,False,True,75,19,True
ece13,161138,B,874.9100632909863,False,True,112,19,True
ece13,161138,C,867.5249065341303,False,True,150,19,True
ece13,165022,A,778.4657296867632,False,True,85,22,True
ece13,165022,B,707.9236717927437,False,True,128,21,True
ece13,165022,C,639.2396184805053,False,True,171,21,True
ece13,165028,A,653.4371081228746,False,True,86,21,True
ece13,165028,B,609.7206967982183,False,True,129,21,True
ece13,165028,C,611.1923078302395,False,True,172,21,True
ece13,165042,A,868.8290912165565,False,True,85,22,True
ece13,165042,B,865.781640259966,False,True,128,21,True
ece13,165042,C,774.5936152618305,False,True,171,21,True
ece13,165861,A,786.2715890882888,False,True,86,21,True
ece13,165861,B,809.1131132066619,False,True,129,21,True
ece13,165861,C,717.4902026539964,False,True,172,21,True
ece13,170396,A,745.6530085103051,False,True,92,23,True
ece13,170396,B,612.3955229844267,False,True,138,23,True
ece13,170396,C,531.4458583590646,False,True,184,23,True
ece13,187017,A,492.1398290159533,False,True,100,25,True
ece13,187017,B,616.1129401040789,False,True,150,25,True
ece13,187017,C,1126.0397107951621,False,True,200,25,True
ece13,187020,A,343.2733392682383,False,True,102,26,True
ece13,187020,B,351.35475642671355,False,True,154,25,True
ece13,187020,C,463.728915171098,False,True,205,26,True
ece13,187024,A,397.0888192850106,False,True,102,26,True
ece13,187024,B,378.0000235435649,False,True,154,25,True
ece13,187024,C,399.9763923999356,False,True,205,26,True
ece13,189647,A,282.48001779133625,False,True,87,22,True
ece13,189647,B,250.36179240927964,False,True,130,22,True
ece13,189647,C,267.0078879935794,False,True,174,22,True
ece13,189651,A,345.4471079986421,False,True,87,22,True
ece13,189651,B,323.7046953691282,False,True,130,22,True
ece13,189651,C,319.64740864336517,False,True,174,22,True
ece13,195264,A,1308.481300244132,False,True,105,27,True
ece13,195264,B,1170.7504883529562,False,True,158,26,True
ece13,195264,C,1025.5680718079902,False,True,211,26,True
ece13,195267,A,1455.9603310373498,False,True,107,27,True
ece13,195267,B,1278.0296763299384,False,True,160,27,True
ece13,195267,C,1331.3396358690923,False,True,214,27,True
ece13,195273,A,1689.64252973547,False,True,107,27,True
ece13,195273,B,1509.6889256213271,False,True,160,27,True
ece13,195273,C,1685.0055508413502,False,True,214,27,True
ece13,195638,A,804.6022383329298,False,True,95,24,True
ece13,195638,B,703.5642705798842,False,True,142,24,True
ece13,195638,C,638.0061222064516,False,True,190,24,True
ece13,195647,A,814.2639559564909,False,True,95,24,True
ece13,195647,B,721.3123040832671,False,True,142,24,True
ece13,195647,C,645.7636787486975,False,True,190,24,True
ece13,195650,A,763.0537633904714,False,True,95,24,True
ece13,195650,B,726.7810826829135,False,True,142,24,True
ece13,195650,C,675.9873731437979,False,True,190,24,True
ece13,195655,A,974.2836762716529,False,True,95,24,True
ece13,195655,B,979.885124828681,False,True,143,24,True
ece13,195655,C,916.709354777245,False,True,191,24,True
ece14,160715,A,856.1233512007433,False,True,86,21,True
ece14,160715,B,1042.6818850345308,False,True,129,21,True
ece14,160715,C,956.1858975818091,False,True,172,21,True
ece14,160720,A,915.3100031746045,False,True,86,21,True
ece14,160720,B,1051.6522367823923,False,True,129,21,True
ece14,160720,C,1154.2250317273629,False,True,172,21,True
ece14,161138,A,373.320205423364,False,True,75,19,True
ece14,161138,B,835.4357968203321,False,True,112,19,True
